2022-01-29T20:25:49+00:00
Running ./Lookup_benchmark
Run on (10 X 3200 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x10)
  L1 Instruction 32 KiB (x10)
  L2 Unified 1024 KiB (x10)
  L3 Unified 14080 KiB (x1)
Load Average: 0.85, 0.98, 0.99
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Loadfactor","Totlookup","UnsuccesRatio"
"Chained8Murmur/2/1",1,1.6775,1.67747,s,,,,,,0.35,1.67772e+07,0.5
"Chained8Murmur/0/2",1,1.13911,1.13907,s,,,,,,0.45,9.32068e+06,0
"Chained8Murmur/1/2",1,1.41956,1.41952,s,,,,,,0.45,1.11848e+07,0.25
"Chained8Murmur/2/2",1,2.17017,2.17012,s,,,,,,0.45,1.67772e+07,0.5
"Chained8Murmur/3/0",1,3.38933,3.38928,s,,,,,,0.25,3.35544e+07,0.75
"Chained8Murmur/4/0",1,68.8,68.799,s,,,,,,0.25,8.38861e+08,100
"Chained8Murmur/3/1",1,3.20041,3.20035,s,,,,,,0.35,3.35544e+07,0.75
"Chained8Murmur/4/1",1,62.5471,62.5461,s,,,,,,0.35,8.38861e+08,100
"Chained8Murmur/3/2",1,4.08127,4.0812,s,,,,,,0.45,3.35544e+07,0.75
"Chained8Murmur/4/2",1,90.2512,90.2499,s,,,,,,0.45,8.38861e+08,100
"Chained24Mult/0/0",52593556,9.5537e-09,0.415066,s,,,,,,0.25,9.32068e+06,0
"Chained24Mult/1/0",1,0.515063,0.515066,s,,,,,,0.25,1.11848e+07,0.25
"Chained24Mult/2/0",1,0.76967,0.769623,s,,,,,,0.25,1.67772e+07,0.5
"Chained24Mult/0/1",5540294,9.02842e-08,0.465066,s,,,,,,0.35,9.32068e+06,0
"Chained24Mult/1/1",1,0.580778,0.580754,s,,,,,,0.35,1.11848e+07,0.25
"Chained24Mult/2/1",1,0.845119,0.845116,s,,,,,,0.35,1.67772e+07,0.5
"Chained24Mult/0/2",1,0.674983,0.674968,s,,,,,,0.45,9.32068e+06,0
"Chained24Mult/1/2",1,0.780782,0.780765,s,,,,,,0.45,1.11848e+07,0.25
"Chained24Mult/2/2",1,1.09965,1.09961,s,,,,,,0.45,1.67772e+07,0.5
"Chained24Mult/3/0",1,1.53439,1.53435,s,,,,,,0.25,3.35544e+07,0.75
"Chained24Mult/4/0",1,37.9441,37.9435,s,,,,,,0.25,8.38861e+08,100
"Chained24Mult/3/1",1,1.63603,1.63599,s,,,,,,0.35,3.35544e+07,0.75
"Chained24Mult/4/1",1,39.3417,39.3411,s,,,,,,0.35,8.38861e+08,100
"Chained24Mult/3/2",1,2.03732,2.03727,s,,,,,,0.45,3.35544e+07,0.75
"Chained24Mult/4/2",1,46.6974,46.6967,s,,,,,,0.45,8.38861e+08,100
"Chained24Murmur/0/0",1,0.707295,0.70727,s,,,,,,0.25,9.32068e+06,0
"Chained24Murmur/1/0",1,0.813554,0.813543,s,,,,,,0.25,1.11848e+07,0.25
"Chained24Murmur/2/0",1,1.14086,1.14082,s,,,,,,0.25,1.67772e+07,0.5
"Chained24Murmur/0/1",1,0.805199,0.80518,s,,,,,,0.35,9.32068e+06,0
"Chained24Murmur/1/1",1,0.938784,0.938776,s,,,,,,0.35,1.11848e+07,0.25
"Chained24Murmur/2/1",1,1.30393,1.30391,s,,,,,,0.35,1.67772e+07,0.5
"Chained24Murmur/0/2",1,0.908577,0.908564,s,,,,,,0.45,9.32068e+06,0
"Chained24Murmur/1/2",1,1.05701,1.05699,s,,,,,,0.45,1.11848e+07,0.25
"Chained24Murmur/2/2",1,1.47512,1.47508,s,,,,,,0.45,1.67772e+07,0.5
"Chained24Murmur/3/0",1,2.12023,2.12018,s,,,,,,0.25,3.35544e+07,0.75
"Chained24Murmur/4/0",1,48.6179,48.617,s,,,,,,0.25,8.38861e+08,100
"Chained24Murmur/3/1",1,2.40873,2.40866,s,,,,,,0.35,3.35544e+07,0.75
"Chained24Murmur/4/1",1,55.2981,55.2972,s,,,,,,0.35,8.38861e+08,100
