2022-02-21T08:36:00+00:00
Running ./DenseLookup
Run on (10 X 3200 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x10)
  L1 Instruction 32 KiB (x10)
  L2 Unified 1024 KiB (x10)
  L3 Unified 14080 KiB (x1)
Load Average: 0.27, 0.48, 0.68
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Loadfactor","Totlookup","UnsuccesRatio"
"gabrielRHMult/1/3",1,0.630136,0.630136,s,,,,,,0.5,1.11848e+07,0.25
"gabrielRHMult/2/3",1,1.09982,1.0998,s,,,,,,0.5,1.67772e+07,0.5
"gabrielRHMult/0/4",16314429,3.08091e-08,0.497318,s,,,,,,0.7,9.32068e+06,0
"gabrielRHMult/1/4",1,0.683001,0.682986,s,,,,,,0.7,1.11848e+07,0.25
"gabrielRHMult/2/4",1,1.24459,1.24456,s,,,,,,0.7,1.67772e+07,0.5
"gabrielRHMult/3/3",1,2.3562,2.35613,s,,,,,,0.5,3.35544e+07,0.75
"gabrielRHMult/4/3",1,57.0087,57.0077,s,,,,,,0.5,8.38861e+08,100
"gabrielRHMult/3/4",1,2.72249,2.72244,s,,,,,,0.7,3.35544e+07,0.75
"gabrielRHMult/4/4",1,67.6589,67.6578,s,,,,,,0.7,8.38861e+08,100
"gabrielRHMult/0/5",1,0.573396,0.573381,s,,,,,,0.9,9.32068e+06,0
"gabrielRHMult/1/5",1,0.850589,0.850579,s,,,,,,0.9,1.11848e+07,0.25
"gabrielRHMult/2/5",1,1.67864,1.67862,s,,,,,,0.9,1.67772e+07,0.5
"gabrielRHMult/3/5",1,3.60064,3.60059,s,,,,,,0.9,3.35544e+07,0.75
"gabrielRHMult/4/5",1,89.3178,89.3164,s,,,,,,0.9,8.38861e+08,100
"gabrielRHMurmur/0/3",1,0.653832,0.653835,s,,,,,,0.5,9.32068e+06,0
"gabrielRHMurmur/1/3",1,0.866673,0.866654,s,,,,,,0.5,1.11848e+07,0.25
"gabrielRHMurmur/2/3",1,1.50391,1.50389,s,,,,,,0.5,1.67772e+07,0.5
"gabrielRHMurmur/0/4",1,0.886388,0.886351,s,,,,,,0.7,9.32068e+06,0
"gabrielRHMurmur/1/4",1,1.16055,1.16052,s,,,,,,0.7,1.11848e+07,0.25
"gabrielRHMurmur/2/4",1,1.8769,1.87686,s,,,,,,0.7,1.67772e+07,0.5
"gabrielRHMurmur/3/3",1,3.10703,3.10696,s,,,,,,0.5,3.35544e+07,0.75
"gabrielRHMurmur/4/3",1,72.0565,72.0554,s,,,,,,0.5,8.38861e+08,100
"gabrielRHMurmur/3/4",1,3.84889,3.84884,s,,,,,,0.7,3.35544e+07,0.75
"gabrielRHMurmur/4/4",1,94.8136,94.8122,s,,,,,,0.7,8.38861e+08,100
"gabrielRHMurmur/0/5",1,1.70548,1.70542,s,,,,,,0.9,9.32068e+06,0
"gabrielRHMurmur/1/5",1,2.40189,2.40185,s,,,,,,0.9,1.11848e+07,0.25
"gabrielRHMurmur/2/5",1,4.35286,4.35275,s,,,,,,0.9,1.67772e+07,0.5
"gabrielRHMurmur/3/5",1,9.96213,9.96197,s,,,,,,0.9,3.35544e+07,0.75
"gabrielRHMurmur/4/5",1,278.923,278.919,s,,,,,,0.9,8.38861e+08,100
